all_data	field_site	chimp_group	subject	 subject_no	subject_sex	subject_age	subject_age_class	subject_dob	subject_rank	caregiver_no	date_survey	year_survey	general_risk	food_risk	snake_risk	escape_risk	hierarchy_risk	strangers_risk	total_risk	ranking_risk
396	kenya	young_chimps	joy	subject65	female	16	young_adult	2004	10	caregiver9	16.02.20	2020	3	4	NA	1	3	3	2.8	8
397	kenya	old_chimps	judy	subject66	female	37	adult	1983	13	caregiver9	16.02.20	2020	4	4	4	1	4	4	3.5	13
398	kenya	old_chimps	julia	subject67	female	20	young_adult	2000	17.33333333	caregiver9	16.02.20	2020	2	3	2	0	0	3	1.666666667	5
399	kenya	young_chimps	kisa	subject68	male	27	adult	1993	4	caregiver9	16.02.20	2020	4	4	3	3	3	3	3.333333333	14
400	kenya	young_chimps	manno	subject69	male	7	juvenile	2013	16	caregiver9	16.02.20	2020	2	3	1	0	0	4	1.666666667	2
401	kenya	old_chimps	mary	subject70	female	17	young_adult	2003	7	caregiver9	16.02.20	2020	4	4	4	1	4	3	3.333333333	12
402	kenya	old_chimps	max	subject71	male	32	adult	1988	12	caregiver9	16.02.20	2020	3	2	3	0	0	4	2	2
403	kenya	old_chimps	mwanzo	subject72	female	24	adult	1996	10.66666667	caregiver9	16.02.20	2020	4	4	4	2	3	3	3.333333333	11
404	kenya	young_chimps	niyonkuru	subject73	male	30	adult	1990	2.333333333	caregiver9	16.02.20	2020	4	4	4	4	4	4	4	17
405	kenya	old_chimps	oscar	subject74	male	23	adult	1997	7	caregiver9	16.02.20	2020	3	3	3	0	2	2	2.166666667	9
406	kenya	old_chimps	pasaka	subject75	male	2	infant	2018	19	caregiver9	16.02.20	2020	0	3	0	0	0	4	1.166666667	1
407	kenya	old_chimps	poco	subject76	male	40	adult	1980	14.33333333	caregiver9	16.02.20	2020	4	3	4	2	2	4	3.166666667	3
408	kenya	young_chimps	romeo	subject77	male	16	young_adult	2004	8.333333333	caregiver9	16.02.20	2020	3	1	3	1	3	3	2.333333333	7
409	kenya	young_chimps	roy 	subject78	male	13	adolescent	2007	2.666666667	caregiver9	16.02.20	2020	4	4	4	1	4	4	3.5	16
410	kenya	old_chimps	safari	subject79	male	36	adult	1984	6.666666667	caregiver9	16.02.20	2020	4	4	4	2	2	4	3.333333333	15
411	kenya	old_chimps	saidia	subject80	female	17	young_adult	2003	16.66666667	caregiver9	16.02.20	2020	2	4	3	1	1	4	2.5	6
412	kenya	old_chimps	socrates	subject81	male	40	adult	1980	9.333333333	caregiver9	16.02.20	2020	4	3	4	1	2	4	3	14
413	kenya	old_chimps	sultana	subject82	female	35	adult	1985	14.33333333	caregiver9	16.02.20	2020	3	2	3	0	2	0	1.666666667	10
414	kenya	young_chimps	tess	subject83	female	28	adult	1992	8.333333333	caregiver9	16.02.20	2020	4	4	3	2	4	4	3.5	12
415	kenya	young_chimps	uruhara	subject84	male	31	adult	1989	5.666666667	caregiver9	16.02.20	2020	4	4	4	2	3	4	3.5	11
416	kenya	young_chimps	william	subject85	male	20	young_adult	2000	1	caregiver9	16.02.20	2020	4	4	4	4	4	4	4	15
417	kenya	old_chimps	zee	subject86	male	20	young_adult	2000	7.666666667	caregiver9	16.02.20	2020	3	3	4	3	2	2	2.833333333	7
418	kenya	young_chimps	akela	subject50	female	32	adult	1988	8.333333333	caregiver10	27.01.20	2020	1	1	2	1	2	1	1.333333333	8
419	kenya	old_chimps	alikaka	subject51	male	18	young_adult	2002	1	caregiver10	27.01.20	2020	4	4	3	4	4	4	3.833333333	20
420	kenya	old_chimps	alley	subject52	female	33	adult	1987	11.33333333	caregiver10	27.01.20	2020	3	3	3	4	2	4	3.166666667	16
421	kenya	old_chimps	amahirwe	subject53	male	22	adult	1998	4	caregiver10	27.01.20	2020	3	4	1	1	3	2	2.333333333	14
422	kenya	young_chimps	amizero	subject54	female	31	adult	1989	5.333333333	caregiver10	27.01.20	2020	2	2	1	2	2	1	1.666666667	13
423	kenya	young_chimps	bahatib	subject55	female	27	adult	1993	13	caregiver10	27.01.20	2020	3	2	2	3	1	2	2.166666667	11
424	kenya	young_chimps	bela	subject56	female	6	juvenile	2014	14.66666667	caregiver10	27.01.20	2020	0	1	1	0	0	2	0.666666667	1
425	kenya	young_chimps	bow	subject57	female	8	juvenile	2012	17	caregiver10	27.01.20	2020	2	1	1	0	0	1	0.833333333	4
426	kenya	old_chimps	cheetah	subject58	female	33	adult	1987	13.66666667	caregiver10	27.01.20	2020	1	2	1	0	0	1	0.833333333	8
427	kenya	young_chimps	chipie	subject59	female	29	adult	1991	14	caregiver10	27.01.20	2020	0	0	1	0	0	1	0.333333333	2
428	kenya	young_chimps	dufatanya	subject60	female	29	adult	1991	10	caregiver10	27.01.20	2020	1	1	2	2	1	3	1.666666667	7
429	kenya	old_chimps	edvard	subject61	male	20	young_adult	2000	3	caregiver10	27.01.20	2020	3	2	1	3	1	3	2.166666667	17
430	kenya	old_chimps	george	subject62	male	17	young_adult	2003	2	caregiver10	27.01.20	2020	3	3	2	2	4	3	2.833333333	19
431	kenya	young_chimps	jane	subject63	female	16	young_adult	2004	12.33333333	caregiver10	27.01.20	2020	1	0	3	1	0	1	1	5
432	kenya	old_chimps	jobo	subject64	male	2	infant	2018	20	caregiver10	27.01.20	2020	1	0	0	0	0	1	0.333333333	5
433	kenya	young_chimps	joy	subject65	female	16	young_adult	2004	10	caregiver10	27.01.20	2020	4	2	2	1	4	2	2.5	9
434	kenya	old_chimps	judy	subject66	female	37	adult	1983	13	caregiver10	27.01.20	2020	1	1	0	1	1	2	1	3
435	kenya	old_chimps	julia	subject67	female	20	young_adult	2000	17.33333333	caregiver10	27.01.20	2020	0	0	1	0	0	0	0.166666667	2
436	kenya	young_chimps	kisa	subject68	male	27	adult	1993	4	caregiver10	27.01.20	2020	4	3	3	2	2	3	2.833333333	17
437	kenya	young_chimps	manno	subject69	male	7	juvenile	2013	16	caregiver10	27.01.20	2020	3	2	1	1	1	1	1.5	6
438	kenya	old_chimps	mary	subject70	female	17	young_adult	2003	7	caregiver10	27.01.20	2020	4	3	2	3	3	4	3.166666667	15
439	kenya	old_chimps	max	subject71	male	32	adult	1988	12	caregiver10	27.01.20	2020	3	1	2	1	1	4	2	7
440	kenya	old_chimps	mwanzo	subject72	female	24	adult	1996	10.66666667	caregiver10	27.01.20	2020	3	3	1	1	3	2	2.166666667	10
441	kenya	young_chimps	niyonkuru	subject73	male	30	adult	1990	2.333333333	caregiver10	27.01.20	2020	4	4	2	1	3	4	3	15
442	kenya	old_chimps	oscar	subject74	male	23	adult	1997	7	caregiver10	27.01.20	2020	1	2	0	1	2	1	1.166666667	12
443	kenya	old_chimps	pasaka	subject75	male	2	infant	2018	19	caregiver10	27.01.20	2020	0	1	0	0	1	0	0.333333333	4
444	kenya	old_chimps	poco	subject76	male	40	adult	1980	14.33333333	caregiver10	27.01.20	2020	3	0	1	0	0	4	1.333333333	6
445	kenya	young_chimps	romeo	subject77	male	16	young_adult	2004	8.333333333	caregiver10	27.01.20	2020	3	1	1	1	1	3	1.666666667	10
446	kenya	young_chimps	roy 	subject78	male	13	adolescent	2007	2.666666667	caregiver10	27.01.20	2020	3	1	2	1	4	2	2.166666667	16
447	kenya	old_chimps	safari	subject79	male	36	adult	1984	6.666666667	caregiver10	27.01.20	2020	3	0	3	1	0	4	1.833333333	18
448	kenya	old_chimps	saidia	subject80	female	17	young_adult	2003	16.66666667	caregiver10	27.01.20	2020	3	3	1	1	0	3	1.833333333	9
449	kenya	old_chimps	socrates	subject81	male	40	adult	1980	9.333333333	caregiver10	27.01.20	2020	3	1	1	3	1	3	2	13
450	kenya	old_chimps	sultana	subject82	female	35	adult	1985	14.33333333	caregiver10	27.01.20	2020	0	0	0	0	1	1	0.333333333	1
451	kenya	young_chimps	tess	subject83	female	28	adult	1992	8.333333333	caregiver10	27.01.20	2020	1	1	1	1	1	2	1.166666667	3
452	kenya	young_chimps	uruhara	subject84	male	31	adult	1989	5.666666667	caregiver10	27.01.20	2020	3	3	1	2	2	2	2.166666667	12
453	kenya	young_chimps	william	subject85	male	20	young_adult	2000	1	caregiver10	27.01.20	2020	3	3	2	4	3	2	2.833333333	14
454	kenya	old_chimps	zee	subject86	male	20	young_adult	2000	7.666666667	caregiver10	27.01.20	2020	0	2	1	1	1	2	1.166666667	11
455	kenya	young_chimps	akela	subject50	female	32	adult	1988	8.333333333	caregiver11	06.02.20	2020	4	3	3	2	2	4	3	10
456	kenya	old_chimps	alikaka	subject51	male	18	young_adult	2002	1	caregiver11	06.02.20	2020	4	3	4	4	4	4	3.833333333	20
457	kenya	old_chimps	alley	subject52	female	33	adult	1987	11.33333333	caregiver11	06.02.20	2020	4	4	4	4	4	4	4	12
458	kenya	old_chimps	amahirwe	subject53	male	22	adult	1998	4	caregiver11	06.02.20	2020	3	4	4	0	3	2	2.666666667	18
459	kenya	young_chimps	amizero	subject54	female	31	adult	1989	5.333333333	caregiver11	06.02.20	2020	3	4	3	0	4	4	3	12
460	kenya	young_chimps	bahatib	subject55	female	27	adult	1993	13	caregiver11	06.02.20	2020	2	3	2	NA	2	3	2.4	4
461	kenya	young_chimps	bela	subject56	female	6	juvenile	2014	14.66666667	caregiver11	06.02.20	2020	4	4	3	1	3	4	3.166666667	2
462	kenya	young_chimps	bow	subject57	female	8	juvenile	2012	17	caregiver11	06.02.20	2020	2	2	2	0	2	4	2	1
463	kenya	old_chimps	cheetah	subject58	female	33	adult	1987	13.66666667	caregiver11	06.02.20	2020	4	4	3	0	3	3	2.833333333	15
464	kenya	young_chimps	chipie	subject59	female	29	adult	1991	14	caregiver11	06.02.20	2020	0	2	3	0	0	0	0.833333333	7
465	kenya	young_chimps	dufatanya	subject60	female	29	adult	1991	10	caregiver11	06.02.20	2020	0	3	2	0	0	2	1.166666667	9
466	kenya	old_chimps	edvard	subject61	male	20	young_adult	2000	3	caregiver11	06.02.20	2020	3	NA	2	3	3	4	3	16
467	kenya	old_chimps	george	subject62	male	17	young_adult	2003	2	caregiver11	06.02.20	2020	4	4	4	0	4	3	3.166666667	17
468	kenya	young_chimps	jane	subject63	female	16	young_adult	2004	12.33333333	caregiver11	06.02.20	2020	3	3	3	0	3	3	2.5	8
469	kenya	old_chimps	jobo	subject64	male	2	infant	2018	20	caregiver11	06.02.20	2020	0	3	0	0	0	4	1.166666667	2
470	kenya	young_chimps	joy	subject65	female	16	young_adult	2004	10	caregiver11	06.02.20	2020	0	4	4	0	3	3	2.333333333	6
471	kenya	old_chimps	judy	subject66	female	37	adult	1983	13	caregiver11	06.02.20	2020	0	3	2	0	2	3	1.666666667	3
472	kenya	old_chimps	julia	subject67	female	20	young_adult	2000	17.33333333	caregiver11	06.02.20	2020	3	3	2	1	0	4	2.166666667	4
473	kenya	young_chimps	kisa	subject68	male	27	adult	1993	4	caregiver11	06.02.20	2020	4	4	4	3	3	2	3.333333333	14
474	kenya	young_chimps	manno	subject69	male	7	juvenile	2013	16	caregiver11	06.02.20	2020	0	2	2	0	2	4	1.666666667	3
475	kenya	old_chimps	mary	subject70	female	17	young_adult	2003	7	caregiver11	06.02.20	2020	3	3	4	0	4	4	3	14
476	kenya	old_chimps	max	subject71	male	32	adult	1988	12	caregiver11	06.02.20	2020	2	3	2	0	0	4	1.833333333	5
477	kenya	old_chimps	mwanzo	subject72	female	24	adult	1996	10.66666667	caregiver11	06.02.20	2020	4	4	4	0	4	2	3	13
478	kenya	young_chimps	niyonkuru	subject73	male	30	adult	1990	2.333333333	caregiver11	06.02.20	2020	4	4	3	3	3	2	3.166666667	16
479	kenya	old_chimps	oscar	subject74	male	23	adult	1997	7	caregiver11	06.02.20	2020	0	0	2	0	3	4	1.5	10
480	kenya	old_chimps	pasaka	subject75	male	2	infant	2018	19	caregiver11	06.02.20	2020	0	2	0	0	0	0	0.333333333	1
481	kenya	old_chimps	poco	subject76	male	40	adult	1980	14.33333333	caregiver11	06.02.20	2020	0	0	2	0	0	4	1	8
482	kenya	young_chimps	romeo	subject77	male	16	young_adult	2004	8.333333333	caregiver11	06.02.20	2020	0	2	0	0	4	3	1.5	5
483	kenya	young_chimps	roy 	subject78	male	13	adolescent	2007	2.666666667	caregiver11	06.02.20	2020	4	3	4	0	4	3	3	13
484	kenya	old_chimps	safari	subject79	male	36	adult	1984	6.666666667	caregiver11	06.02.20	2020	4	3	4	0	2	2	2.5	19
485	kenya	old_chimps	saidia	subject80	female	17	young_adult	2003	16.66666667	caregiver11	06.02.20	2020	0	2	0	0	0	4	1	6
486	kenya	old_chimps	socrates	subject81	male	40	adult	1980	9.333333333	caregiver11	06.02.20	2020	0	3	2	0	0	3	1.333333333	9
487	kenya	old_chimps	sultana	subject82	female	35	adult	1985	14.33333333	caregiver11	06.02.20	2020	0	3	4	0	0	2	1.5	7
488	kenya	young_chimps	tess	subject83	female	28	adult	1992	8.333333333	caregiver11	06.02.20	2020	3	4	4	0	3	4	3	11
489	kenya	young_chimps	uruhara	subject84	male	31	adult	1989	5.666666667	caregiver11	06.02.20	2020	4	4	3	0	2	2	2.5	17
490	kenya	young_chimps	william	subject85	male	20	young_adult	2000	1	caregiver11	06.02.20	2020	4	4	4	0	4	3	3.166666667	15
491	kenya	old_chimps	zee	subject86	male	20	young_adult	2000	7.666666667	caregiver11	06.02.20	2020	4	4	3	0	2	2	2.5	11
492	kenya	young_chimps	akela	subject50	female	32	adult	1988	8.333333333	caregiver12	02.03.20	2020	2	3	2	2	2	3	2.333333333	8
493	kenya	old_chimps	alikaka	subject51	male	18	young_adult	2002	1	caregiver12	02.03.20	2020	4	4	2	4	4	2	3.333333333	20
494	kenya	old_chimps	alley	subject52	female	33	adult	1987	11.33333333	caregiver12	02.03.20	2020	4	2	3	4	3	2	3	19
495	kenya	old_chimps	amahirwe	subject53	male	22	adult	1998	4	caregiver12	02.03.20	2020	2	3	2	2	3	3	2.5	14
496	kenya	young_chimps	amizero	subject54	female	31	adult	1989	5.333333333	caregiver12	02.03.20	2020	2	3	2	2	2	3	2.333333333	9
497	kenya	young_chimps	bahatib	subject55	female	27	adult	1993	13	caregiver12	02.03.20	2020	3	2	2	3	1	2	2.166666667	10
498	kenya	young_chimps	bela	subject56	female	6	juvenile	2014	14.66666667	caregiver12	02.03.20	2020	2	3	2	1	3	2	2.166666667	3
499	kenya	young_chimps	bow	subject57	female	8	juvenile	2012	17	caregiver12	02.03.20	2020	2	1	2	1	1	0	1.166666667	1
500	kenya	old_chimps	cheetah	subject58	female	33	adult	1987	13.66666667	caregiver12	02.03.20	2020	2	1	2	1	2	3	1.833333333	10
501	kenya	young_chimps	chipie	subject59	female	29	adult	1991	14	caregiver12	02.03.20	2020	0	1	1	0	0	2	0.666666667	2
502	kenya	young_chimps	dufatanya	subject60	female	29	adult	1991	10	caregiver12	02.03.20	2020	3	2	3	2	2	2	2.333333333	11
503	kenya	old_chimps	edvard	subject61	male	20	young_adult	2000	3	caregiver12	02.03.20	2020	3	3	2	3	3	3	2.833333333	16
504	kenya	old_chimps	george	subject62	male	17	young_adult	2003	2	caregiver12	02.03.20	2020	4	4	3	3	4	3	3.5	17
505	kenya	young_chimps	jane	subject63	female	16	young_adult	2004	12.33333333	caregiver12	02.03.20	2020	2	2	1	2	1	1	1.5	5
506	kenya	old_chimps	jobo	subject64	male	2	infant	2018	20	caregiver12	02.03.20	2020	1	1	1	0	0	0	0.5	1
507	kenya	young_chimps	joy	subject65	female	16	young_adult	2004	10	caregiver12	02.03.20	2020	2	3	2	2	3	3	2.5	7
508	kenya	old_chimps	judy	subject66	female	37	adult	1983	13	caregiver12	02.03.20	2020	1	1	1	0	0	0	0.5	7
509	kenya	old_chimps	julia	subject67	female	20	young_adult	2000	17.33333333	caregiver12	02.03.20	2020	1	2	1	0	2	1	1.166666667	3
510	kenya	young_chimps	kisa	subject68	male	27	adult	1993	4	caregiver12	02.03.20	2020	3	3	3	4	3	3	3.166666667	16
511	kenya	young_chimps	manno	subject69	male	7	juvenile	2013	16	caregiver12	02.03.20	2020	2	2	1	1	1	1	1.333333333	4
512	kenya	old_chimps	mary	subject70	female	17	young_adult	2003	7	caregiver12	02.03.20	2020	3	3	2	3	3	4	3	18
513	kenya	old_chimps	max	subject71	male	32	adult	1988	12	caregiver12	02.03.20	2020	1	2	1	1	2	2	1.5	11
514	kenya	old_chimps	mwanzo	subject72	female	24	adult	1996	10.66666667	caregiver12	02.03.20	2020	3	3	2	2	3	3	2.666666667	12
515	kenya	young_chimps	niyonkuru	subject73	male	30	adult	1990	2.333333333	caregiver12	02.03.20	2020	3	4	2	3	4	3	3.166666667	17
516	kenya	old_chimps	oscar	subject74	male	23	adult	1997	7	caregiver12	02.03.20	2020	3	3	2	2	3	3	2.666666667	13
517	kenya	old_chimps	pasaka	subject75	male	2	infant	2018	19	caregiver12	02.03.20	2020	1	2	1	0	2	0	1	4
518	kenya	old_chimps	poco	subject76	male	40	adult	1980	14.33333333	caregiver12	02.03.20	2020	1	1	1	0	1	2	1	6
519	kenya	young_chimps	romeo	subject77	male	16	young_adult	2004	8.333333333	caregiver12	02.03.20	2020	2	2	1	2	3	3	2.166666667	12
520	kenya	young_chimps	roy 	subject78	male	13	adolescent	2007	2.666666667	caregiver12	02.03.20	2020	3	3	3	2	3	2	2.666666667	14
521	kenya	old_chimps	safari	subject79	male	36	adult	1984	6.666666667	caregiver12	02.03.20	2020	3	2	1	3	3	4	2.666666667	15
522	kenya	old_chimps	saidia	subject80	female	17	young_adult	2003	16.66666667	caregiver12	02.03.20	2020	2	2	1	0	2	0	1.166666667	5
523	kenya	old_chimps	socrates	subject81	male	40	adult	1980	9.333333333	caregiver12	02.03.20	2020	0	1	1	0	2	2	1	8
524	kenya	old_chimps	sultana	subject82	female	35	adult	1985	14.33333333	caregiver12	02.03.20	2020	0	1	0	0	2	3	1	2
525	kenya	young_chimps	tess	subject83	female	28	adult	1992	8.333333333	caregiver12	02.03.20	2020	2	3	2	2	3	2	2.333333333	6
526	kenya	young_chimps	uruhara	subject84	male	31	adult	1989	5.666666667	caregiver12	02.03.20	2020	2	3	2	2	2	3	2.333333333	13
527	kenya	young_chimps	william	subject85	male	20	young_adult	2000	1	caregiver12	02.03.20	2020	3	3	2	3	3	2	2.666666667	15
528	kenya	old_chimps	zee	subject86	male	20	young_adult	2000	7.666666667	caregiver12	02.03.20	2020	2	2	3	1	2	2	2	9
529	kenya	young_chimps	akela	subject50	female	32	adult	1988	8.333333333	caregiver13	13.01.20	2020	2	3	1	0	2	1	1.5	9
530	kenya	old_chimps	alikaka	subject51	male	18	young_adult	2002	1	caregiver13	13.01.20	2020	4	3	4	4	4	1	3.333333333	19
531	kenya	old_chimps	alley	subject52	female	33	adult	1987	11.33333333	caregiver13	13.01.20	2020	4	2	3	4	3	3	3.166666667	16
532	kenya	old_chimps	amahirwe	subject53	male	22	adult	1998	4	caregiver13	13.01.20	2020	2	3	2	1	2	1	1.833333333	17
533	kenya	young_chimps	amizero	subject54	female	31	adult	1989	5.333333333	caregiver13	13.01.20	2020	3	4	3	1	4	3	3	14
534	kenya	young_chimps	bahatib	subject55	female	27	adult	1993	13	caregiver13	13.01.20	2020	0	2	0	0	2	3	1.166666667	4
535	kenya	young_chimps	bela	subject56	female	6	juvenile	2014	14.66666667	caregiver13	13.01.20	2020	0	2	0	0	1	0	0.5	5
536	kenya	young_chimps	bow	subject57	female	8	juvenile	2012	17	caregiver13	13.01.20	2020	0	1	0	0	1	1	0.5	3
537	kenya	old_chimps	cheetah	subject58	female	33	adult	1987	13.66666667	caregiver13	13.01.20	2020	3	3	0	0	2	1	1.5	12
538	kenya	young_chimps	chipie	subject59	female	29	adult	1991	14	caregiver13	13.01.20	2020	0	0	0	0	1	0	0.166666667	2
539	kenya	young_chimps	dufatanya	subject60	female	29	adult	1991	10	caregiver13	13.01.20	2020	3	3	2	3	4	3	3	11
540	kenya	old_chimps	edvard	subject61	male	20	young_adult	2000	3	caregiver13	13.01.20	2020	3	3	2	3	3	1	2.5	18
541	kenya	old_chimps	george	subject62	male	17	young_adult	2003	2	caregiver13	13.01.20	2020	3	2	3	2	3	4	2.833333333	20
542	kenya	young_chimps	jane	subject63	female	16	young_adult	2004	12.33333333	caregiver13	13.01.20	2020	0	1	0	0	0	0	0.166666667	1
543	kenya	old_chimps	jobo	subject64	male	2	infant	2018	20	caregiver13	13.01.20	2020	0	0	1	0	0	1	0.333333333	2
544	kenya	young_chimps	joy	subject65	female	16	young_adult	2004	10	caregiver13	13.01.20	2020	3	4	3	1	3	4	3	13
545	kenya	old_chimps	judy	subject66	female	37	adult	1983	13	caregiver13	13.01.20	2020	0	0	1	0	2	0	0.5	6
546	kenya	old_chimps	julia	subject67	female	20	young_adult	2000	17.33333333	caregiver13	13.01.20	2020	0	1	0	0	0	0	0.166666667	5
547	kenya	young_chimps	kisa	subject68	male	27	adult	1993	4	caregiver13	13.01.20	2020	3	2	3	2	3	1	2.333333333	6
548	kenya	young_chimps	manno	subject69	male	7	juvenile	2013	16	caregiver13	13.01.20	2020	3	3	2	3	3	1	2.5	12
549	kenya	old_chimps	mary	subject70	female	17	young_adult	2003	7	caregiver13	13.01.20	2020	1	2	0	1	4	3	1.833333333	15
550	kenya	old_chimps	max	subject71	male	32	adult	1988	12	caregiver13	13.01.20	2020	2	1	1	0	1	4	1.5	11
551	kenya	old_chimps	mwanzo	subject72	female	24	adult	1996	10.66666667	caregiver13	13.01.20	2020	2	3	1	0	2	0	1.333333333	14
552	kenya	young_chimps	niyonkuru	subject73	male	30	adult	1990	2.333333333	caregiver13	13.01.20	2020	4	4	3	3	4	4	3.666666667	17
553	kenya	old_chimps	oscar	subject74	male	23	adult	1997	7	caregiver13	13.01.20	2020	1	2	0	0	2	0	0.833333333	10
554	kenya	old_chimps	pasaka	subject75	male	2	infant	2018	19	caregiver13	13.01.20	2020	2	3	0	0	0	3	1.333333333	3
555	kenya	old_chimps	poco	subject76	male	40	adult	1980	14.33333333	caregiver13	13.01.20	2020	0	1	0	0	0	3	0.666666667	7
556	kenya	young_chimps	romeo	subject77	male	16	young_adult	2004	8.333333333	caregiver13	13.01.20	2020	2	2	0	0	2	1	1.166666667	8
557	kenya	young_chimps	roy 	subject78	male	13	adolescent	2007	2.666666667	caregiver13	13.01.20	2020	3	2	3	0	4	1	2.166666667	15
558	kenya	old_chimps	safari	subject79	male	36	adult	1984	6.666666667	caregiver13	13.01.20	2020	3	2	1	0	0	3	1.5	13
559	kenya	old_chimps	saidia	subject80	female	17	young_adult	2003	16.66666667	caregiver13	13.01.20	2020	2	3	1	0	1	1	1.333333333	9
560	kenya	old_chimps	socrates	subject81	male	40	adult	1980	9.333333333	caregiver13	13.01.20	2020	2	1	0	1	1	0	0.833333333	8
561	kenya	old_chimps	sultana	subject82	female	35	adult	1985	14.33333333	caregiver13	13.01.20	2020	0	1	0	0	0	0	0.166666667	1
562	kenya	young_chimps	tess	subject83	female	28	adult	1992	8.333333333	caregiver13	13.01.20	2020	0	2	0	0	3	2	1.166666667	7
563	kenya	young_chimps	uruhara	subject84	male	31	adult	1989	5.666666667	caregiver13	13.01.20	2020	1	2	1	3	1	4	2	10
564	kenya	young_chimps	william	subject85	male	20	young_adult	2000	1	caregiver13	13.01.20	2020	3	4	1	1	4	0	2.166666667	16
565	kenya	old_chimps	zee	subject86	male	20	young_adult	2000	7.666666667	caregiver13	13.01.20	2020	1	3	0	0	0	2	1	4
566	kenya	young_chimps	akela	subject50	female	32	adult	1988	8.333333333	caregiver14	06.01.20	2020	3	3	1	2	2	3	2.333333333	10
567	kenya	old_chimps	alikaka	subject51	male	18	young_adult	2002	1	caregiver14	06.01.20	2020	4	3	1	4	4	3	3.166666667	20
568	kenya	old_chimps	alley	subject52	female	33	adult	1987	11.33333333	caregiver14	06.01.20	2020	4	3	1	4	3	3	3	19
569	kenya	old_chimps	amahirwe	subject53	male	22	adult	1998	4	caregiver14	06.01.20	2020	3	3	1	2	2	2	2.166666667	11
570	kenya	young_chimps	amizero	subject54	female	31	adult	1989	5.333333333	caregiver14	06.01.20	2020	3	3	1	2	3	3	2.5	14
571	kenya	young_chimps	bahatib	subject55	female	27	adult	1993	13	caregiver14	06.01.20	2020	3	3	1	2	1	2	2	8
572	kenya	young_chimps	bela	subject56	female	6	juvenile	2014	14.66666667	caregiver14	06.01.20	2020	2	4	1	1	2	3	2.166666667	2
573	kenya	young_chimps	bow	subject57	female	8	juvenile	2012	17	caregiver14	06.01.20	2020	1	3	1	0	1	3	1.5	1
574	kenya	old_chimps	cheetah	subject58	female	33	adult	1987	13.66666667	caregiver14	06.01.20	2020	3	3	1	1	2	2	2	14
575	kenya	young_chimps	chipie	subject59	female	29	adult	1991	14	caregiver14	06.01.20	2020	2	2	1	1	1	3	1.666666667	5
576	kenya	young_chimps	dufatanya	subject60	female	29	adult	1991	10	caregiver14	06.01.20	2020	2	2	0	1	1	3	1.5	9
577	kenya	old_chimps	edvard	subject61	male	20	young_adult	2000	3	caregiver14	06.01.20	2020	3	2	1	3	3	2	2.333333333	17
578	kenya	old_chimps	george	subject62	male	17	young_adult	2003	2	caregiver14	06.01.20	2020	4	3	1	2	4	2	2.666666667	16
579	kenya	young_chimps	jane	subject63	female	16	young_adult	2004	12.33333333	caregiver14	06.01.20	2020	3	2	1	2	2	2	2	7
580	kenya	old_chimps	jobo	subject64	male	2	infant	2018	20	caregiver14	06.01.20	2020	0	2	1	0	0	2	0.833333333	1
581	kenya	young_chimps	joy	subject65	female	16	young_adult	2004	10	caregiver14	06.01.20	2020	1	3	0	1	3	2	1.666666667	4
582	kenya	old_chimps	judy	subject66	female	37	adult	1983	13	caregiver14	06.01.20	2020	2	3	1	0	2	2	1.666666667	5
583	kenya	old_chimps	julia	subject67	female	20	young_adult	2000	17.33333333	caregiver14	06.01.20	2020	3	2	1	1	2	1	1.666666667	4
584	kenya	young_chimps	kisa	subject68	male	27	adult	1993	4	caregiver14	06.01.20	2020	3	3	1	1	3	3	2.333333333	16
585	kenya	young_chimps	manno	subject69	male	7	juvenile	2013	16	caregiver14	06.01.20	2020	2	3	0	1	1	0	1.166666667	3
586	kenya	old_chimps	mary	subject70	female	17	young_adult	2003	7	caregiver14	06.01.20	2020	3	3	1	3	3	2	2.5	18
587	kenya	old_chimps	max	subject71	male	32	adult	1988	12	caregiver14	06.01.20	2020	2	2	1	0	1	2	1.333333333	6
588	kenya	old_chimps	mwanzo	subject72	female	24	adult	1996	10.66666667	caregiver14	06.01.20	2020	3	3	1	2	2	2	2.166666667	15
589	kenya	young_chimps	niyonkuru	subject73	male	30	adult	1990	2.333333333	caregiver14	06.01.20	2020	3	3	1	3	3	3	2.666666667	11
590	kenya	old_chimps	oscar	subject74	male	23	adult	1997	7	caregiver14	06.01.20	2020	3	2	1	2	2	1	1.833333333	7
591	kenya	old_chimps	pasaka	subject75	male	2	infant	2018	19	caregiver14	06.01.20	2020	0	2	1	0	1	2	1	2
592	kenya	old_chimps	poco	subject76	male	40	adult	1980	14.33333333	caregiver14	06.01.20	2020	3	2	1	1	1	2	1.666666667	9
593	kenya	young_chimps	romeo	subject77	male	16	young_adult	2004	8.333333333	caregiver14	06.01.20	2020	2	3	1	1	0	3	1.666666667	6
594	kenya	young_chimps	roy 	subject78	male	13	adolescent	2007	2.666666667	caregiver14	06.01.20	2020	4	3	1	2	4	3	2.833333333	13
595	kenya	old_chimps	safari	subject79	male	36	adult	1984	6.666666667	caregiver14	06.01.20	2020	3	2	1	3	2	2	2.166666667	8
596	kenya	old_chimps	saidia	subject80	female	17	young_adult	2003	16.66666667	caregiver14	06.01.20	2020	2	3	1	2	2	2	2	3
597	kenya	old_chimps	socrates	subject81	male	40	adult	1980	9.333333333	caregiver14	06.01.20	2020	3	3	1	2	1	2	2	10
